LawID,SubLawID,CategoryNumber,MainCategory,SecondaryCategory,SubCategories,Datum,Date1,Date,Year,Month,Day,Archive
BER.01.001.0340,BER.01.001.0340.00552.0,1.3,Randgruppen,Fahrende Leute,Einreiseverbot; Festnahme; Grenzkontrolle; Krämer; Landesverweisung; Aussätzige; Prostituierte; Überprüfung,1601.08.06,,1601-08-06,1601,8,6,"StAB, A I 481, S. 34 f."
BER.01.001.0340,BER.01.001.0340.00552.1,1.3,Randgruppen,Zigeuner,Einreiseverbot; Festnahme; Grenzkontrolle; Krämer; Landesverweisung; Aussätzige; Prostituierte; Überprüfung,1601.08.06,,1601-08-06,1601,8,6,"StAB, A I 481, S. 34 f."
BER.01.001.0347,BER.01.001.0347.00567.0,1.3,Randgruppen,Fahrende Leute,Bettelverbot; Differenzierung; Fremde; Einheimische; Landesverweisung; Krämer; Kesselflicker; Fristsetzung,1602.04.10,,1602-04-10,1602,4,10,"StAB, A I 481, S. 50 f."
BER.01.001.0374,BER.01.001.0374.00605.0,1.3,Randgruppen,Fahrende Leute,Hausierer; Krämer; Landesverweisung; Differenzierung; Fremde; Einheimische,1603.05.15,,1603-05-15,1603,5,15,"StAB, A I 481, S. 87"
BER.01.001.0370,BER.01.001.0370.00599.0,1.3,Randgruppen,Fahrende Leute,Bettler; Fahndung,1603.08.10,,1603-08-10,1603,8,10,"StAB, A I 481, S. 82"
BER.01.001.0381,BER.01.001.0381.00617.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Durchzug; Festnahme,1603.12.12,,1603-12-12,1603,12,12,"StAB, A I 481, S. 96-98"
BER.01.001.0380,BER.01.001.0380.00614.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Festnahme; Landesverweisung; Durchzug,1603.12.14,,1603-12-14,1603,12,14,"StAB, A I 481, S. 93-95"
BER.01.001.0395,BER.01.001.0395.00632.0,1.3,Randgruppen,Fahrende Leute,Bettler; Fahndung,1604.11.03,,1604-11-03,1604,11,3,"StAB, A I 481, S. 128"
BER.01.001.0441,BER.01.001.0441.00683.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Krämer; Hausierer; Grenzkontrolle; Festnahme; Landesverweisung; Überprüfung Fremder; Einreiseverbot; Brandmarkung; Schiffe; Kontrolle; Korbflechter,1607.02.22,,1607-02-22,1607,2,22,"StAB, A I 481, S. 196-199"
BER.01.001.0485,BER.01.001.0485.00745.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Einreiseverbot; Festnahme; Landesverweisung; Krämer; Aussätzige; Korbflechter; Streifen; Überprüfung Fremder; Grenzkontrolle,1609.03.01,,1609-03-01,1609,3,1,"StAB, A I 481, S. 296-299"
BER.01.001.0485,BER.01.001.0485.00747.0,1.3,Randgruppen,Zigeuner,Landesverweisung; Streifen; Grenzkontrolle; Festnahme; Einreiseverbot,1609.03.01,,1609-03-01,1609,3,1,"StAB, A I 481, S. 296-299"
BER.01.001.4948,BER.01.001.4948.06321.0,1.3,Randgruppen,Fahrende Leute,Aufenthalt; Verbot; Bettelverbot; Differenzierung; Fremde; Einheimische; Einreiseverbot; Festnahme; Grenzkontrolle; Kennzeichnung; Landesverweisung; Überprüfung Fremder,1609.12.30,,1609-12-30,1609,12,30,"StAB, A I 481, S. 391-396"
BER.01.001.4955,BER.01.001.4955.06329.0,1.3,Randgruppen,Zigeuner,Einreiseverbot; Festnahme; Aufenthalt; Verbot; Grenzkontrolle; Landesverweisung; Überprüfung,1610.04.11,,1610-04-11,1610,4,11,"StAB, A I 481, S. 410-412"
BER.01.001.4961,BER.01.001.4961.06338.0,1.3,Randgruppen,Zigeuner,"Festnahme,,1.3 gilt nur für die Welschen Gebiete,,,,",1611.02.16,,1611-02-16,1611,2,16,"StAB, A I 481, S. 479-482"
BER.01.001.4962,BER.01.001.4962.06339.0,1.3,Randgruppen,Fahrende Leute,Krämer; Hausierer; Landesverweisung; Festnahme; Aufenthalt; Verbot,1611.02.23,,1611-02-23,1611,2,23,"StAB, A I 481, S. 485 f."
BER.01.001.0527,BER.01.001.0527.00812.0,1.3,Randgruppen,Fahrende Leute,Streifen; Überprüfung Fremder; Landesverweisung; Festnahme; Aufenthalt; Verbot,1611.07.08,,1611-07-08,1611,7,8,"StAB, A I 481, S. 519 f."
BER.01.001.4888,BER.01.001.4888.06245.0,1.3,Randgruppen,Fahrende Leute,"Streifen; Festnahme,Marter",1612.07.28,,1612-07-28,1612,7,28,"StAB, A I 482, S. 33 f."
BER.01.001.0580,BER.01.001.0580.00872.0,1.3,Randgruppen,Fahrende Leute,Streifen,1614.12.28,,1614-12-28,1614,12,28,"StAB, A I 482, S. 280"
BER.01.001.0582,BER.01.001.0582.00876.0,1.3,Randgruppen,Fahrende Leute,Hausierer; Krämer; Differenzierung; Fremde; Einheimische,1614.12.28,,1614-12-28,1614,12,28,"StAB, A I 482, S. 283-285"
BER.01.001.0584,BER.01.001.0584.00879.0,1.3,Randgruppen,Zigeuner,Festnahme,1615.02.06,,1615-02-06,1615,2,6,"StAB, A I 482, S. 288"
BER.01.001.4915,BER.01.001.4915.06284.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung,1615.04.01,,1615-04-01,1615,4,1,"StAB, A I 482, S. 297"
BER.01.001.4919,BER.01.001.4919.06290.0,1.3,Randgruppen,Fahrende Leute,Aufsicht; Differenzierung; Fremde; Einheimische,1615.04.27,,1615-04-27,1615,4,27,"StAB, A I 482, S. 306"
BER.01.001.4922,BER.01.001.4922.06293.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Streifen,1615.06.07,,1615-06-07,1615,6,7,"StAB, A I 482, S. 318"
BER.01.001.4927,BER.01.001.4927.06298.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Landesverweisung; Einreiseverbot,1615.07.10,,1615-07-10,1615,7,10,"StAB, A I 482, S. 330"
BER.01.001.4940,BER.01.001.4940.06312.0,1.3,Randgruppen,Fahrende Leute,Krämer,1616.05.17,,1616-05-17,1616,5,17,"StAB, A I 482, S. 387"
BER.01.001.0590,BER.01.001.0590.00887.0,1.3,Randgruppen,Zigeuner,Aufenthalt; Verbot; Einreiseverbot; Festnahme; Grenzkontrolle; Landesverweisung; Streifen,1617.01.03,,1617-01-03,1617,1,3,"StAB, A I 482, S. 440 f."
BER.01.001.0633,BER.01.001.0633.00938.0,1.3,Randgruppen,Fahrende Leute,Einreiseverbot; Grenzkontrolle,1619.10.22,,1619-10-22,1619,10,22,"StAB, A I 482, S. 587"
BER.01.001.0634,BER.01.001.0634.00939.0,1.3,Randgruppen,Fahrende Leute,Festnahme,1619.10.30,,1619-10-30,1619,10,30,"StAB, A I 482, S. 588"
BER.01.001.0647,BER.01.001.0647.00955.0,1.3,Randgruppen,Fahrende Leute,Festnahme,1620.02.01,,1620-02-01,1620,2,1,"StAB, A I 482, S. 612"
BER.01.001.4908,BER.01.001.4908.06273.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung; Grenzkontrolle; Festnahme; Differenzierung; Fremde; Einheimische; Bettelverbot; Aufsicht,1621.05.29,,1621-05-29,1621,5,29,"StAB, A I 482, S. 684-686"
BER.01.001.0693,BER.01.001.0693.01013.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Krämer; Hausierer; Landesverweisung,1622.01.21,,1622-01-21,1622,1,21,"StAB, A I 483, S. 2-9"
BER.01.001.0788,BER.01.001.0788.01130.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Grenzkontrolle; Differenzierung; Fremde; Einheimische; Gesellen; Profosen,1626.05.08,,1626-05-08,1626,5,8,"StAB, A I 483, S. 245 f."
BER.01.001.0791,BER.01.001.0791.01133.0,1.3,Randgruppen,Fahrende Leute,Streifen,1626.07.22,,1626-07-22,1626,7,22,"StAB, A I 483, S. 250 f."
BER.01.001.0799,BER.01.001.0799.01143.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung; Festnahme; Differenzierung; Fremde; Einheimische; Durchzug; Überprüfung Fremder; Einreiseverbot,1627.04.11,,1627-04-11,1627,4,11,"StAB, A I 483, S. 261 f."
BER.01.001.0799,BER.01.001.0799.01143.1,1.3,Randgruppen,Zigeuner,Streifen; Landesverweisung; Festnahme; Differenzierung; Fremde; Einheimische; Durchzug; Überprüfung Fremder; Einreiseverbot,1627.04.11,,1627-04-11,1627,4,11,"StAB, A I 483, S. 261 f."
BER.01.001.0808,BER.01.001.0808.01152.0,1.3,Randgruppen,Fahrende Leute,Krämer; Landesverweisung,1627.11.27,,1627-11-27,1627,11,27,"StAB, A I 483, S. 285 f."
BER.01.001.0810,BER.01.001.0810.01154.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Pässe; Paßkontrolle; Streifen,1628.01.05,,1628-01-05,1628,1,5,"StAB, A I 483, S. 289 f."
BER.01.001.0814,BER.01.001.0814.01158.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Landesverweisung; Profosen,1628.05.12,,1628-05-12,1628,5,12,"StAB, A I 483, S. 299 f."
BER.01.001.0819,BER.01.001.0819.01165.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung,1628.10.27,,1628-10-27,1628,10,27,"StAB, A I 483, S. 311"
BER.01.001.0832,BER.01.001.0832.01180.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Gartknechte; Profosen,1629.08.31,,1629-08-31,1629,8,31,"StAB, A I 483, S. 351 f."
BER.01.001.0850,BER.01.001.0850.01198.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Grenzkontrolle; Festnahme; Einreiseverbot,1630.07.24,,1630-07-24,1630,7,24,"StAB, A I 483, S. 382-384"
BER.01.001.0850,BER.01.001.0850.01198.1,1.3,Randgruppen,Zigeuner,Landesverweisung; Grenzkontrolle; Festnahme; Einreiseverbot,1630.07.24,,1630-07-24,1630,7,24,"StAB, A I 483, S. 382-384"
BER.01.001.0861,BER.01.001.0861.01212.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Einreiseverbot,1631.01.21,,1631-01-21,1631,1,21,"StAB, A I 483, S. 405"
BER.01.001.0868,BER.01.001.0868.01220.0,1.3,Randgruppen,Fahrende Leute,Festnahme; Landesverweisung,1631.08.20,,1631-08-20,1631,8,20,"StAB, A I 483, S. 424-427"
BER.01.001.0921,BER.01.001.0921.01284.0,1.3,Randgruppen,Fahrende Leute,Durchzug; Paßkontrolle; Pässe,1634.12.01,,1634-12-01,1634,12,1,"StAB, A I 484, fol. 44r-44v"
BER.01.001.0946,BER.01.001.0946.01314.0,1.3,Randgruppen,Fahrende Leute,Streifen; Krämer; Festnahme; Landesverweisung; Differenzierung; Fremde; Einheimische; Arbeitseinsatz; Arbeitszwang; Grenzkontrolle; Religionszugehörigkeit,1635.07.09,,1635-07-09,1635,7,9,"StAB, A I 484, fol. 64v-66r"
BER.01.001.0948,BER.01.001.0948.01319.0,1.3,Randgruppen,Fahrende Leute,"Streifen; Landesverweisung; Krämer,,,StAB A I 484, fol. 169r-170r, Verordnung 29.05.1638: Anordnung zur erneuten Verkündigung.,,,",1635.07.09,,1635-07-09,1635,7,9,"StAB, A I 484, fol. 66r & 67v-68r"
BER.01.001.0984,BER.01.001.0984.01364.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Festnahme; Einreiseverbot; Differenzierung; Fremde; Einheimische; Bettelverbot; Landesverweisung; Überprüfung Fremder; Arbeitszwang,1636.03.07,,1636-03-07,1636,3,7,"StAB, A I 484, fol. 95v-96r"
BER.01.001.1017,BER.01.001.1017.01401.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Festnahme; Unterhaltungskünstler; Spielleute; Musiker,1637.04.20,,1637-04-20,1637,4,20,"StAB, A I 484, fol. 129r-129v"
BER.01.001.1019,BER.01.001.1019.01403.0,1.3,Randgruppen,Fahrende Leute,Einreiseverbot; Festnahme; Landesverweisung; Krämer; Grenzkontrolle; Streifen; Überprüfung Fremder,1637.05.13,,1637-05-13,1637,5,13,"StAB, A I 484, fol. 131r-132r"
BER.01.001.1030,BER.01.001.1030.01417.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Hausierer; Krämer; Einreiseverbot; Differenzierung; Fremde; Einheimische; Festnahme,1637.08.28,,1637-08-28,1637,8,28,"StAB, A I 484, fol. 143r-143v"
BER.01.001.1058,BER.01.001.1058.01459.0,1.3,Randgruppen,Fahrende Leute,Streifen,1638.05.29,,1638-05-29,1638,5,29,"StAB, A I 484, fol. 169r-170r"
BER.01.001.1089,BER.01.001.1089.01494.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung,1639.05.07,,1639-05-07,1639,5,7,"StAB, A I 484, fol. 199v-200r"
BER.01.001.1106,BER.01.001.1106.01517.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung,1639.10.03,,1639-10-03,1639,10,3,"StAB, A I 484, fol. 220r-220v"
BER.01.001.1123,BER.01.001.1123.01545.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung; Differenzierung; Fremde; Einheimische,1640.04.15,,1640-04-15,1640,4,15,"StAB, A I 484, fol. 240v-241r"
BER.01.001.1153,BER.01.001.1153.01585.0,1.3,Randgruppen,Fahrende Leute,"Landesverweisung;,,,1.3 Fahrende Leute gilt für alle Gebiete.,,,)",1641.03.12,,1641-03-12,1641,3,12,"StAB, A I 484, fol. 270r-270v"
BER.01.001.1172,BER.01.001.1172.01612.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung,1641.09.14,,1641-09-14,1641,9,14,"StAB, A I 484, fol. 290v-291r"
BER.01.001.1175,BER.01.001.1175.01618.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Aufsicht,1641.10.09,,1641-10-09,1641,10,9,"StAB, A I 484, fol. 292v"
BER.01.001.1185,BER.01.001.1185.01629.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung; Festnahme; Differenzierung; Fremde; Einheimische; Arbeitszwang; Arbeitseinsatz; Aufenthalt; Verbot,1642.03.07,,1642-03-07,1642,3,7,"StAB, A I 484, fol. 301v-302r"
BER.01.001.1192,BER.01.001.1192.01638.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Streifen,1642.05.09,,1642-05-09,1642,5,9,"StAB, A I 484, fol. 311r"
BER.01.001.1195,BER.01.001.1195.01641.0,1.3,Randgruppen,Fahrende Leute,Arbeitseinsatz; Aufenthalt; Verbot; Bedingungen; Einschränkung; Aufsicht; Bettelverbot; Differenzierung; Fremde; Einheimische; Einreiseverbot; Festnahme; Grenzkontrolle; Landesverweisung; Profosen; Gesellen; Durchzug,1642.07.13,,1642-07-13,1642,7,13,"StAB, A I 484, fol. 316v"
BER.01.001.1228,BER.01.001.1228.01687.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Arbeitseinsatz; Festnahme; Landesverweisung; Streifen; Aufenthalt; Verbot; Bedingungen; Einschränkung; Bettelverbot; Einreiseverbot,1643.05.13,,1643-05-13,1643,5,13,"StAB, A I 484, fol. 345r-349v"
BER.01.001.1228,BER.01.001.1228.01687.1,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Arbeitseinsatz; Festnahme; Landesverweisung; Streifen; Aufenthalt; Verbot; Bedingungen; Einschränkung; Bettelverbot; Einreiseverbot,1643.05.13,,1643-05-13,1643,5,13,"StAB, A I 484, fol. 345r-349v"
BER.01.001.1233,BER.01.001.1233.01693.1,1.3,Randgruppen,Fahrende Leute,Landesverweisung,1643.07.29,,1643-07-29,1643,7,29,"StAB, A I 484, fol. 353v-354r"
BER.01.001.1233,BER.01.001.1233.01693.0,1.3,Randgruppen,Zigeuner,Landesverweisung,1643.07.29,,1643-07-29,1643,7,29,"StAB, A I 484, fol. 353v-354r"
BER.01.001.1243,BER.01.001.1243.01705.0,1.3,Randgruppen,Fahrende Leute,Arbeitseinsatz; Aufenthalt; Verbot; Bedingungen; Einschränkung; Differenzierung; Fremde; Einheimische; Einreiseverbot; Festnahme; Landesverweisung; Streifen; Überprüfung Fremder; Durchzug; Pässe,1644.01.31,,1644-01-31,1644,1,31,"StAB, A I 484, fol. 360v-361r"
BER.01.001.1297,BER.01.001.1297.01784.0,1.3,Randgruppen,Fahrende Leute,Überprüfung Fremder; Pässe; Paßkontrolle,1644.05.07,,1644-05-07,1644,5,7,"StAB, A I 485, S. 11 f."
BER.01.001.1321,BER.01.001.1321.01815.0,1.3,Randgruppen,Fahrende Leute,Hausierer; Krämer; Landesverweisung,1645.03.26,,1645-03-26,1645,3,26,"StAB, A I 485, S. 64"
BER.01.001.1342,BER.01.001.1342.01843.1,1.3,Randgruppen,Fahrende Leute,Festnahme; Überprüfung; Landesverweisung; Grenzkontrolle,1646.03.21,,1646-03-21,1646,3,21,"StAB, A I 485, S. 115"
BER.01.001.1342,BER.01.001.1342.01843.0,1.3,Randgruppen,Zigeuner,Festnahme; Überprüfung; Landesverweisung; Grenzkontrolle,1646.03.21,,1646-03-21,1646,3,21,"StAB, A I 485, S. 115"
BER.01.001.1359,BER.01.001.1359.01867.0,1.3,Randgruppen,Fahrende Leute,"Einreiseverbot; Krämer; Hausierer; Überprüfung Fremder,,,1.3 Fahrende Leute u. 2.2 Sicherung Stadt/Land gilt nur für 9 Deutsche Ämter.,,,",1646.12.28,,1646-12-28,1646,12,28,"StAB, A I 485, S. 149"
BER.01.001.1373,BER.01.001.1373.01886.0,1.3,Randgruppen,Fahrende Leute,Streifen,1647.07.27,,1647-07-27,1647,7,27,"StAB, A I 485, S. 177 f."
BER.01.001.1391,BER.01.001.1391.01914.0,1.3,Randgruppen,Fahrende Leute,Streifen; Überprüfung Fremder; Festnahme; Arbeitszwang,1648.06.08,,1648-06-08,1648,6,8,"StAB, A I 485, S. 226 f."
BER.01.001.1393,BER.01.001.1393.01916.0,1.3,Randgruppen,Juden,Aufenthalt; Verbot; Landesverweisung,1648.07.08,,1648-07-08,1648,7,8,"StAB, A I 485, S. 229 f."
BER.01.001.1396,BER.01.001.1396.01919.0,1.3,Randgruppen,Juden,Aufenthalt; Verbot; Bedingungen; Einschränkung; Durchzug; Jahrmarkt,1648.08.04,,1648-08-04,1648,8,4,"StAB, A I 485, S. 232"
BER.01.001.1420,BER.01.001.1420.01952.0,1.3,Randgruppen,Fahrende Leute,Aufsicht; Bettelverbot; Differenzierung; Fremde; Einheimische; Festnahme; Arbeitszwang,1649.05.28,,1649-05-28,1649,5,28,"StAB, A I 485, S. 268-270"
BER.01.001.1421,BER.01.001.1421.01953.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Bettelverbot; Aufsicht; Festnahme,1649.05.28,,1649-05-28,1649,5,28,"StAB, A I 485, S. 270"
BER.01.001.1444,BER.01.001.1444.01980.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Einreiseverbot; Landesverweisung,1650.04.22,,1650-04-22,1650,4,22,"StAB, A I 485, S. 296 f."
BER.01.001.1465,BER.01.001.1465.02005.0,1.3,Randgruppen,Fahrende Leute,Streifen; Differenzierung; Fremde; Einheimische; Arbeitseinsatz; Festnahme,1651.04.14,,1651-04-14,1651,4,14,"StAB, A I 485, S. 354 f."
BER.01.001.1467,BER.01.001.1467.02008.0,1.3,Randgruppen,Fahrende Leute,Krämer; Landesverweisung; Unterhaltungskünstler; Spielleute; Musiker; Narren; Reimsprecher; Tänzerinnen,1651.06.23,,1651-06-23,1651,6,23,"StAB, A I 485, S. 359 f."
BER.01.001.1468,BER.01.001.1468.02010.0,1.3,Randgruppen,Fahrende Leute,Arbeitseinsatz; Festnahme; Landesverweisung; Überprüfung,1651.07.15,,1651-07-15,1651,7,15,"StAB, A I 485, S. 361"
BER.01.001.1468,BER.01.001.1468.02010.1,1.3,Randgruppen,Zigeuner,Arbeitseinsatz; Festnahme; Landesverweisung; Überprüfung,1651.07.15,,1651-07-15,1651,7,15,"StAB, A I 485, S. 361"
BER.01.001.1475,BER.01.001.1475.02018.0,1.3,Randgruppen,Fahrende Leute,Hausierer; Krämer; Landesverweisung,1651.09.10,,1651-09-10,1651,9,10,"StAB, A I 485, S. 368 f."
BER.01.001.1489,BER.01.001.1489.02043.0,1.3,Randgruppen,Fahrende Leute,Prostituierte; Festnahme; Landesverweisung,1652.01.19,,1652-01-19,1652,1,19,"StAB, A I 485, S. 400-403"
BER.01.001.1573,BER.01.001.1573.02148.0,1.3,Randgruppen,Juden,Landesverweisung; Aufenthalt; Verbot,1655.08.09,,1655-08-09,1655,8,9,"StAB, A I 485, S. 582 f."
BER.01.001.1587,BER.01.001.1587.02164.0,1.3,Randgruppen,Fahrende Leute,Krämer; Landesverweisung,1655.12.11,,1655-12-11,1655,12,11,"StAB, A I 485, S. 598"
BER.01.001.1634,BER.01.001.1634.02227.0,1.3,Randgruppen,Juden,Aufenthalt; Verbot; Landesverweisung,1657.03.16,,1657-03-16,1657,3,16,"StAB, A I 485, S. 672 f."
BER.01.001.1703,BER.01.001.1703.02323.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Festnahme; Streifen; Überprüfung Fremder; Differenzierung; Fremde; Einheimische; Bettelverbot; Aufenthalt; Verbot; Bedingungen; Einschränkung,1659.11.15,,1659-11-15,1659,11,15,"StAB, A I 487, S. 70 f."
BER.01.001.1249,BER.01.001.1249.01724.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Prostituierte,1661.03.18,,1661-03-18,1661,3,18,"StAB, A I 487, S. 129-156"
BER.01.001.1791,BER.01.001.1791.02448.0,1.3,Randgruppen,Fahrende Leute,Bettelverbot; Differenzierung; Fremde; Einheimische; Grenzkontrolle; Streifen,1666.08.29,,1666-08-29,1666,8,29,"StAB, A I 487, S. 345 f."
BER.01.001.1803,BER.01.001.1803.02470.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung; Grenzkontrolle; Einreiseverbot; Differenzierung; Fremde; Einheimische,1667.05.10,,1667-05-10,1667,5,10,"StAB, A I 487, S. 375"
BER.01.001.1826,BER.01.001.1826.02501.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung,1667.10.25,,1667-10-25,1667,10,25,"StAB, A I 487, S. 409 f."
BER.01.001.1897,BER.01.001.1897.02593.0,1.3,Randgruppen,Fahrende Leute,Streifen; Überprüfung Fremder; Landesverweisung; Festnahme; Grenzkontrolle; Differenzierung; Fremde; Einheimische,1670.07.21,,1670-07-21,1670,7,21,"StAB, A I 487, S. 545 f."
BER.01.001.1926,BER.01.001.1926.02626.0,1.3,Randgruppen,Fahrende Leute,Festnahme,1671.09.09,,1671-09-09,1671,9,9,"StAB, A I 487, S. 605-607"
BER.01.001.1941,BER.01.001.1941.02648.0,1.3,Randgruppen,Fahrende Leute,Krämer; Landesverweisung,1672.03.02,,1672-03-02,1672,3,2,"StAB, A I 487, S. 638-640"
BER.01.001.1940,BER.01.001.1940.02644.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Krämer; Beherbergungsverbot,1672.03.02,,1672-03-02,1672,3,2,"StAB, A I 487, S. 632-638"
BER.01.001.1970,BER.01.001.1970.02686.0,1.3,Randgruppen,Fahrende Leute,Festnahme; Differenzierung; Fremde; Einheimische; Arbeitszwang; Bettelverbot,1673.04.04,,1673-04-04,1673,4,4,"StAB, A I 487, S. 689-693"
BER.01.001.2003,BER.01.001.2003.02725.0,1.3,Randgruppen,Fahrende Leute,Pässe; Paßkontrolle,1674.06.10,,1674-06-10,1674,6,10,"StAB, A I 488, S. 15"
BER.01.001.2049,BER.01.001.2049.02786.0,1.3,Randgruppen,Zigeuner,Aufenthalt; Verbot; Einreiseverbot; Festnahme,1675.08.30,,1675-08-30,1675,8,30,"StAB, A I 488, S. 145 f."
BER.01.001.2076,BER.01.001.2076.02818.0,1.3,Randgruppen,Fahrende Leute,Bettelverbot; Arbeitszwang; Durchzug; Festnahme; Krämer; Landesverweisung; Pässe; Überprüfung Fremder,1676.01.20,,1676-01-20,1676,1,20,"StAB, A I 488, nach S. 194 eingefügt"
BER.01.001.2092,BER.01.001.2092.02840.0,1.3,Randgruppen,Fahrende Leute,Krämer; Hausierer; Streifen,1676.08.12,,1676-08-12,1676,8,12,"StAB, A I 488, S. 235 f."
BER.01.001.2105,BER.01.001.2105.02855.0,1.3,Randgruppen,Fahrende Leute,Streifen; Festnahme,1676.11.28,,1676-11-28,1676,11,28,"StAB, A I 488, S. 253-255"
BER.01.001.2121,BER.01.001.2121.02874.0,1.3,Randgruppen,Fahrende Leute,Streifen; Flüchtlinge,1677.05.25,,1677-05-25,1677,5,25,"StAB, A I 488, S. 287-290"
BER.01.001.2129,BER.01.001.2129.02885.0,1.3,Randgruppen,Fahrende Leute,Streifen,1677.11.06,,1677-11-06,1677,11,6,"StAB, A I 488, S. 304 f."
BER.01.001.2166,BER.01.001.2166.02928.0,1.3,Randgruppen,Fahrende Leute,Arbeitseinsatz; Arbeitszwang; Aufenthalt; Verbot; Bedingungen; Einschränkung; Bettelverbot; Differenzierung; Fremde; Einheimische; Festnahme; Landesverweisung; Streifen; Überprüfung Fremder; Flüchtlinge,1679.01.28,,1679-01-28,1679,1,28,"StAB, A I 488, S. 380 f."
BER.01.001.4967,BER.01.001.4967.06410.0,1.3,Randgruppen,Fahrende Leute,"Deserteure; Paßkontrolle; Pässe; Grenzkontrolle,,Geschätztes Datum: 1679.02.00,,,,)",1679.02.00,,,1679,2,0,"StAB, A I 488, S. 437 f."
BER.01.001.2180,BER.01.001.2180.02948.0,1.3,Randgruppen,Fahrende Leute,Streifen; Überprüfung Fremder; Differenzierung; Fremde; Einheimische,1679.10.14,,1679-10-14,1679,10,14,"StAB, A I 488, S. 409-414"
BER.01.001.2183,BER.01.001.2183.02952.0,1.3,Randgruppen,Fahrende Leute,Bettelverbot; Differenzierung; Fremde; Einheimische; Festnahme; Streifen,1679.10.14,,1679-10-14,1679,10,14,"StAB, A I 488, S. 418 f."
BER.01.001.2206,BER.01.001.2206.02980.0,1.3,Randgruppen,Fahrende Leute,Streifen; Differenzierung; Fremde; Einheimische; Beherbergung Fremder; Beherbergungsverbot; Einreiseverbot; Landesverweisung,1680.07.07,,1680-07-07,1680,7,7,"StAB, A I 488, S. 479 f."
BER.01.001.2243,BER.01.001.2243.03032.0,1.3,Randgruppen,Fahrende Leute,Festnahme,1681.06.25,,1681-06-25,1681,6,25,"StAB, A I 488, S. 555-560 & S. 638-641, hier datiert: 18.06.1681"
BER.01.001.2255,BER.01.001.2255.03046.0,1.3,Randgruppen,Fahrende Leute,Bettelverbot; Profosen; Besoldung,1681.09.14,,1681-09-14,1681,9,14,"StAB, A I 488, S. 581-583"
BER.01.001.2324,BER.01.001.2324.03124.0,1.3,Randgruppen,Fahrende Leute,Streifen; Bettelverbot; Krämer,1684.10.06,,1684-10-06,1684,10,6,"StAB, A I 488, S. 685 f."
BER.01.001.2347,BER.01.001.2347.03149.0,1.3,Randgruppen,Fahrende Leute,Aufsicht; Einreiseverbot; Grenzkontrolle,1686.01.30,,1686-01-30,1686,1,30,"StAB, A I 488, S. 722 f."
BER.01.001.2358,BER.01.001.2358.03164.0,1.3,Randgruppen,Fahrende Leute,Krämer,1686.08.24,,1686-08-24,1686,8,24,"StAB, A I 488, S. 737 f."
BER.01.001.2374,BER.01.001.2374.03181.0,1.3,Randgruppen,Fahrende Leute,Streifen; Überprüfung Fremder; Krämer; Hausierer; Differenzierung; Fremde; Einheimische; Bettelverbot; Landesverweisung; Arbeitseinsatz; Arbeitszwang,1687.05.21,,1687-05-21,1687,5,21,"StAB, A I 488, S. 773-775"
