LawID,SubLawID,CategoryNumber,MainCategory,SecondaryCategory,SubCategories,Datum,Date1,Date,Year,Month,Day,Archive
BER.01.001.2378,BER.01.001.2378.03186.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung; Grenzkontrolle; Einreiseverbot; Festnahme,1687.06.13,,1687-06-13,1687,6,13,"StAB, A I 488, S. 779 f."
BER.01.001.2387,BER.01.001.2387.03195.0,1.3,Randgruppen,Fahrende Leute,Festnahme; Streifen,1687.08.19,,1687-08-19,1687,8,19,"StAB, A I 488, S. 795 f."
BER.01.001.2389,BER.01.001.2389.03199.0,1.3,Randgruppen,Fahrende Leute,Streifen,1687.09.01,,1687-09-01,1687,9,1,"StAB, A I 488, S. 799 f."
BER.01.001.2459,BER.01.001.2459.03281.0,1.3,Randgruppen,Fahrende Leute,"Streifen,Datum stimmt",1688.08.31,,1688-08-31,1688,8,31,"StAB, A I 488, S. 953"
BER.01.001.2452,BER.01.001.2452.03274.0,1.3,Randgruppen,Zigeuner,Landesverweisung; Streifen,1690.05.03,,1690-05-03,1690,5,3,"StAB, A I 488, S. 944 f."
BER.01.001.2513,BER.01.001.2513.03348.0,1.3,Randgruppen,Fahrende Leute,"Aufenthalt; Verbot; Bedingungen; Einschränkung; Festnahme; Landesverweisung; Krämer,Anm. Gehört zu pag848",1690.11.21,,1690-11-21,1690,11,21,"StAB, A I 488, S. 1041-1072"
BER.01.001.2485,BER.01.001.2485.03307.0,1.3,Randgruppen,Fahrende Leute,Streifen,1691.05.29,,1691-05-29,1691,5,29,"StAB, A I 488, S. 985 f."
BER.01.001.2501,BER.01.001.2501.03325.0,1.3,Randgruppen,Fahrende Leute,Streifen,1692.10.01,,1692-10-01,1692,10,1,"StAB, A I 488, S. 1012 f."
BER.01.001.2522,BER.01.001.2522.03359.0,1.3,Randgruppen,Zigeuner,Landesverweisung; Grenzkontrolle; Festnahme; Einreiseverbot,1693.06.16,,1693-06-16,1693,6,16,"StAB, A I 490, S. 17 f."
BER.01.001.2530,BER.01.001.2530.03367.0,1.3,Randgruppen,Fahrende Leute,Streifen,1693.08.01,,1693-08-01,1693,8,1,"StAB, A I 490, S. 30"
BER.01.001.2558,BER.01.001.2558.03400.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Festnahme; Einreiseverbot; Hausierer; Krämer; Landesverweisung; Streifen; Überprüfung Fremder; Arbeitszwang; Arbeitseinsatz; Aufsicht; Aufenthalt; Verbot,1694.05.29,,1694-05-29,1694,5,29,"StAB, A I 490, S. 87-90"
BER.01.001.2573,BER.01.001.2573.03417.0,1.3,Randgruppen,Fahrende Leute,Streifen; Bettelverbot; Landesverweisung,1694.09.07,,1694-09-07,1694,9,7,"StAB, A I 490, S. 113 f."
BER.01.001.2596,BER.01.001.2596.03445.0,1.3,Randgruppen,Fahrende Leute,Bettelverbot; Streifen,1695.06.29,,1695-06-29,1695,6,29,"StAB, A I 490, S. 179 f."
BER.01.001.2608,BER.01.001.2608.03458.0,1.3,Randgruppen,Fahrende Leute,Streifen; Bettelverbot,1695.11.30,,1695-11-30,1695,11,30,"StAB, A I 490, S. 200 f."
BER.01.001.2617,BER.01.001.2617.03467.0,1.3,Randgruppen,Fahrende Leute,Streifen,1696.04.27,,1696-04-27,1696,4,27,"StAB, A I 490, S. 217 f."
BER.01.001.2625,BER.01.001.2625.03476.0,1.3,Randgruppen,Fahrende Leute,Beherbergung Fremder; Beherbergungsverbot; Streifen; Festnahme,1696.07.10,,1696-07-10,1696,7,10,"StAB, A I 490, S. 231-235"
BER.01.001.2629,BER.01.001.2629.03480.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Streifen; Festnahme; Konfession,1696.08.04,,1696-08-04,1696,8,4,"StAB, A I 490, S. 239 f."
BER.01.001.2651,BER.01.001.2651.03507.0,1.3,Randgruppen,Fahrende Leute,Festnahme; Drohung,1697.08.11,,1697-08-11,1697,8,11,"StAB, A I 490, S. 303 f."
BER.01.001.2665,BER.01.001.2665.03522.0,1.3,Randgruppen,Fahrende Leute,Streifen,1698.02.22,,1698-02-22,1698,2,22,"StAB, A I 490, S. 330"
BER.01.001.2688,BER.01.001.2688.03546.0,1.3,Randgruppen,Fahrende Leute,Arbeitseinsatz; Bettelverbot; Differenzierung; Fremde; Einheimische; Einreiseverbot; Festnahme; Gesellen; Grenzkontrolle; Hausierer; Krämer; Landesverweisung,1698.11.02,,1698-11-02,1698,11,2,"StAB, A I 490, S. 376-378"
BER.01.001.2697,BER.01.001.2697.03559.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Differenzierung; Fremde; Einheimische; Überprüfung Fremder; Landesverweisung,1698.12.29,,1698-12-29,1698,12,29,"StAB, A I 490, S. 410 f."
BER.01.001.2710,BER.01.001.2710.03575.0,1.3,Randgruppen,Fahrende Leute,Streifen,1699.05.29,,1699-05-29,1699,5,29,"StAB, A I 490, S. 445 f."
BER.01.001.2719,BER.01.001.2719.03585.0,1.3,Randgruppen,Fahrende Leute,Gesellen; Grenzkontrolle; Festnahme; Einreiseverbot; Pässe; Paßkontrolle,1699.07.05,,1699-07-05,1699,7,5,"StAB, A I 490, S. 466-468"
BER.01.001.2724,BER.01.001.2724.03591.0,1.3,Randgruppen,Fahrende Leute,Bettelverbot; Differenzierung; Fremde; Einheimische; Landesverweisung; Streifen; Profosen; Besoldung,1699.08.29,,1699-08-29,1699,8,29,"StAB, A I 490, S. 484-487"
BER.01.001.2732,BER.01.001.2732.03599.0,1.3,Randgruppen,Fahrende Leute,Durchzug; Landesverweisung,1699.11.25,,1699-11-25,1699,11,25,"StAB, A I 490, S. 500 f."
BER.01.001.2737,BER.01.001.2737.03605.0,1.3,Randgruppen,Fahrende Leute,Streifen; Bettelverbot; Aufsicht; Profosen; Einreiseverbot; Grenzkontrolle; Landesverweisung; Festnahme; Krämer; Hausierer; Pässe; Paßkontrolle; Legitimation; Überprüfung Fremder; Gesellen; Durchzug,1700.01.22,,1700-01-22,1700,1,22,"StAB, A I 490, S. 509-520"
BER.01.001.2737,BER.01.001.2737.03605.2,1.3,Randgruppen,Fahrende Leute,Streifen; Bettelverbot; Aufsicht; Profosen; Einreiseverbot; Grenzkontrolle; Landesverweisung; Festnahme; Krämer; Hausierer; Pässe; Paßkontrolle; Legitimation; Überprüfung Fremder; Gesellen; Durchzug,1700.01.22,,1700-01-22,1700,1,22,"StAB, A I 490, S. 509-520"
BER.01.001.2737,BER.01.001.2737.03605.1,1.3,Randgruppen,Zigeuner,Streifen; Bettelverbot; Aufsicht; Profosen; Einreiseverbot; Grenzkontrolle; Landesverweisung; Festnahme; Krämer; Hausierer; Pässe; Paßkontrolle; Legitimation; Überprüfung Fremder; Gesellen; Durchzug,1700.01.22,,1700-01-22,1700,1,22,"StAB, A I 490, S. 509-520"
BER.01.001.2750,BER.01.001.2750.03620.0,1.3,Randgruppen,Fahrende Leute,Streifen,1700.08.14,,1700-08-14,1700,8,14,"StAB, A I 490, S. 547 f."
BER.01.001.2753,BER.01.001.2753.03623.0,1.3,Randgruppen,Fahrende Leute,Pässe; Paßkontrolle; Gesellen,1700.09.11,,1700-09-11,1700,9,11,"StAB, A I 490, S. 559 f."
BER.01.001.2758,BER.01.001.2758.03628.0,1.3,Randgruppen,Fahrende Leute,Streifen; Pässe; Paßkontrolle; Einreiseverbot; Gesellen,1701.01.14,,1701-01-14,1701,1,14,"StAB, A I 490, S. 569-571"
BER.01.001.2763,BER.01.001.2763.03634.0,1.3,Randgruppen,Fahrende Leute,Streifen,1701.04.20,,1701-04-20,1701,4,20,"StAB, A I 490, S. 585"
BER.01.001.2767,BER.01.001.2767.03638.0,1.3,Randgruppen,Fahrende Leute,Streifen,1701.07.23,,1701-07-23,1701,7,23,"StAB, A I 490, S. 592"
BER.01.001.2769,BER.01.001.2769.03640.0,1.3,Randgruppen,Fahrende Leute,Streifen,1701.08.22,,1701-08-22,1701,8,22,"StAB, A I 490, S. 594 f."
BER.01.001.2774,BER.01.001.2774.03645.0,1.3,Randgruppen,Juden,Landesverweisung; Aufenthalt; Verbot; Bedingungen; Einschränkung,1701.09.06,,1701-09-06,1701,9,6,"StAB, A I 490, S. 599 f."
BER.01.001.2780,BER.01.001.2780.03651.0,1.3,Randgruppen,Fahrende Leute,Streifen,1701.11.24,,1701-11-24,1701,11,24,"StAB, A I 490, S. 608"
BER.01.001.2782,BER.01.001.2782.03653.0,1.3,Randgruppen,Fahrende Leute,Streifen,1702.02.22,,1702-02-22,1702,2,22,"StAB, A I 490, S. 613"
BER.01.001.2791,BER.01.001.2791.03663.0,1.3,Randgruppen,Fahrende Leute,Streifen; Krämer; Hausierer; Landesverweisung; Pässe; Paßkontrolle; Grenzkontrolle,1702.06.15,,1702-06-15,1702,6,15,"StAB, A I 490, S. 628-630"
BER.01.001.2800,BER.01.001.2800.03676.0,1.3,Randgruppen,Fahrende Leute,Streifen,1702.09.08,,1702-09-08,1702,9,8,"StAB, A I 490, S. 641 f."
BER.01.001.2803,BER.01.001.2803.03680.0,1.3,Randgruppen,Fahrende Leute,Streifen,1702.09.18,,1702-09-18,1702,9,18,"StAB, A I 490, S. 646 f."
BER.01.001.2813,BER.01.001.2813.03691.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Bettelverbot; Differenzierung; Fremde; Einheimische; Profosen,1703.02.22,,1703-02-22,1703,2,22,"StAB, A I 490, S. 662 f."
BER.01.001.2815,BER.01.001.2815.03693.0,1.3,Randgruppen,Fahrende Leute,Streifen,1703.04.03,,1703-04-03,1703,4,3,"StAB, A I 490, S. 669"
BER.01.001.2842,BER.01.001.2842.03722.0,1.3,Randgruppen,Zigeuner,Aufenthalt; Verbot; Einreiseverbot; Festnahme; Grenzkontrolle; Kennzeichnung; Landesverweisung; Überprüfung,1704.04.05,,1704-04-05,1704,4,5,"StAB, A I 490, S. 732 f."
BER.01.001.2861,BER.01.001.2861.03742.0,1.3,Randgruppen,Juden,Aufenthalt; Verbot; Bedingungen; Einschränkung,1705.04.03,,1705-04-03,1705,4,3,"StAB, A I 491, S. 11f"
BER.01.001.2864,BER.01.001.2864.03746.0,1.3,Randgruppen,Fahrende Leute,Aufenthalt; Verbot; Einreiseverbot,1705.05.16,,1705-05-16,1705,5,16,"StAB, A I 491, S. 16 f."
BER.01.001.2873,BER.01.001.2873.03755.0,1.3,Randgruppen,Fahrende Leute,Streifen; Differenzierung; Fremde; Einheimische; Landesverweisung,1705.09.07,,1705-09-07,1705,9,7,"StAB, A I 491, S. 34 f."
BER.01.001.2898,BER.01.001.2898.03783.0,1.3,Randgruppen,Fahrende Leute,Streifen,1706.07.29,,1706-07-29,1706,7,29,"StAB, A I 491, S. 86 f."
BER.01.001.2905,BER.01.001.2905.03795.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Festnahme; Gesellen; Hausierer; Krämer; Pässe; Paßkontrolle; Grenzkontrolle; Beherbergung Fremder; Beherbergungsverbot; Differenzierung; Fremde; Einheimische; Durchzug,1707.01.15,,1707-01-15,1707,1,15,"StAB, A I 491, S. 105-110"
BER.01.001.2905,BER.01.001.2905.03796.0,1.3,Randgruppen,Zigeuner,Kennzeichnung; Festnahme; Einreiseverbot; Brandmarkung; Arbeitseinsatz; Aufenthalt; Verbot; Landesverweisung; Überprüfung,1707.01.15,,1707-01-15,1707,1,15,"StAB, A I 491, S. 105-110"
BER.01.001.2909,BER.01.001.2909.03801.0,1.3,Randgruppen,Fahrende Leute,"Arbeitseinsatz; Arbeitszwang; Festnahme,Verwiesen auf Placcard vom 17.01.1707! Vielleicht Druck unter diesem Datum",1707.02.25,,1707-02-25,1707,2,25,"StAB, A I 491, S. 126-128"
BER.01.001.2936,BER.01.001.2936.03831.0,1.3,Randgruppen,Fahrende Leute,Profosen; Grenzkontrolle,1708.04.21,,1708-04-21,1708,4,21,"StAB, A I 491, S. 181 f."
BER.01.001.2946,BER.01.001.2946.03842.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Streifen; Profosen,1708.07.12,,1708-07-12,1708,7,12,"StAB, A I 491, S. 208 f."
BER.01.001.2947,BER.01.001.2947.03843.0,1.3,Randgruppen,Fahrende Leute,Arbeitseinsatz; Arbeitszwang; Aufenthalt; Verbot; Bedingungen; Einschränkung; Bettelverbot; Differenzierung; Fremde; Einheimische; Durchzug; Einreiseverbot; Festnahme; Gesellen; Grenzkontrolle; Landesverweisung; Pässe; Paßkontrolle; Streifen; Profosen,1708.07.12,,1708-07-12,1708,7,12,"StAB, A I 491, S. 210 f."
BER.01.001.2948,BER.01.001.2948.03846.0,1.3,Randgruppen,Fahrende Leute,Streifen,1708.07.28,,1708-07-28,1708,7,28,"StAB, A I 491, S. 214 f."
BER.01.001.2949,BER.01.001.2949.03847.0,1.3,Randgruppen,Fahrende Leute,Streifen,1708.08.06,,1708-08-06,1708,8,6,"StAB, A I 491, S. 215 f."
BER.01.001.2952,BER.01.001.2952.03850.0,1.3,Randgruppen,Fahrende Leute,Profosen; Streifen,1708.12.06,,1708-12-06,1708,12,6,"StAB, A I 491, S. 226 f."
BER.01.001.2955,BER.01.001.2955.03853.0,1.3,Randgruppen,Fahrende Leute,Streifen; Pässe; Paßkontrolle,1709.01.14,,1709-01-14,1709,1,14,"StAB, A I 491, S. 234-237"
BER.01.001.2975,BER.01.001.2975.03874.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung,1709.06.03,,1709-06-03,1709,6,3,"StAB, A I 491, S. 278"
BER.01.001.2990,BER.01.001.2990.03892.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Profosen,1709.10.07,,1709-10-07,1709,10,7,"StAB, A I 491, S. 304 f."
BER.01.001.2995,BER.01.001.2995.03898.0,1.3,Randgruppen,Fahrende Leute,Streifen,1709.11.20,,1709-11-20,1709,11,20,"StAB, A I 491, S. 318 f."
BER.01.001.3100,BER.01.001.3100.04020.0,1.3,Randgruppen,Fahrende Leute,Grenzkontrolle; Landesverweisung; Differenzierung; Fremde; Einheimische; Bettelverbot; Hausierer; Krämer,1712.07.23,,1712-07-23,1712,7,23,"StAB, A I 491, S. 610 f."
BER.01.001.3121,BER.01.001.3121.04042.0,1.3,Randgruppen,Fahrende Leute,Streifen; Bettelverbot,1712.12.20,,1712-12-20,1712,12,20,"StAB, A I 491, S. 656 f."
BER.01.001.3126,BER.01.001.3126.04048.0,1.3,Randgruppen,Fahrende Leute,Bettelverbot; Differenzierung; Fremde; Einheimische; Grenzkontrolle; Landesverweisung; Profosen,1713.03.04,,1713-03-04,1713,3,4,"StAB, A I 491, S. 673 f."
BER.01.001.3132,BER.01.001.3132.04056.0,1.3,Randgruppen,Fahrende Leute,Streifen,1713.03.31,,1713-03-31,1713,3,31,"StAB, A I 491, S. 683"
BER.01.001.3136,BER.01.001.3136.04060.0,1.3,Randgruppen,Fahrende Leute,Streifen; Bettelverbot; Differenzierung; Fremde; Einheimische; Einreiseverbot; Landesverweisung,1713.06.01,,1713-06-01,1713,6,1,"StAB, A I 491, S. 690"
BER.01.001.3145,BER.01.001.3145.04069.0,1.3,Randgruppen,Zigeuner,Festnahme; Grenzkontrolle,1713.12.30,,1713-12-30,1713,12,30,"StAB, A I 491, S. 714 f."
BER.01.001.3160,BER.01.001.3160.04086.0,1.3,Randgruppen,Fahrende Leute,Streifen,1714.05.31,,1714-05-31,1714,5,31,"StAB, A I 491, S. 748"
BER.01.001.3171,BER.01.001.3171.04097.0,1.3,Randgruppen,Fahrende Leute,Streifen; Differenzierung; Fremde; Einheimische; Landesverweisung,1714.10.15,,1714-10-15,1714,10,15,"StAB, A I 491, S. 771 f."
BER.01.001.3210,BER.01.001.3210.04140.0,1.3,Randgruppen,Fahrende Leute,Bettelverbot; Arbeitseinsatz; Arbeitszwang; Differenzierung; Fremde; Einheimische; Einreiseverbot; Grenzkontrolle,1716.07.15,,1716-07-15,1716,7,15,"StAB, A I 492, S. 75-79"
BER.01.001.3212,BER.01.001.3212.04143.0,1.3,Randgruppen,Fahrende Leute,Differenzierung; Fremde; Einheimische; Durchzug; Gesellen; Grenzkontrolle; Bettelverbot; Pässe; Paßkontrolle; Profosen,1716.07.15,,1716-07-15,1716,7,15,"StAB, A I 492, S. 84-87"
BER.01.001.3213,BER.01.001.3213.04144.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung,1716.08.17,,1716-08-17,1716,8,17,"StAB, A I 492, S. 89"
BER.01.001.3234,BER.01.001.3234.04171.0,1.3,Randgruppen,Fahrende Leute,Streifen; Bettelverbot; Pässe; Paßkontrolle; Landesverweisung; Kennzeichnung; Durchzug; Einreiseverbot; Brandmarkung; Aufsicht; Aufenthalt; Verbot; Arbeitszwang; Arbeitseinsatz; Gesellen; Hausierer; Krämer,1717.08.12,,1717-08-12,1717,8,12,"StAB, A I 492, S. 207 f. & 209-218"
BER.01.001.3234,BER.01.001.3234.04172.0,1.3,Randgruppen,Zigeuner,Arbeitseinsatz; Aufenthalt; Verbot; Bedingungen; Einschränkung; Einreiseverbot; Festnahme; Grenzkontrolle; Brandmarkung,1717.08.12,,1717-08-12,1717,8,12,"StAB, A I 492, S. 207 f. & 209-218"
BER.01.001.3258,BER.01.001.3258.04199.0,1.3,Randgruppen,Fahrende Leute,Streifen,1718.07.11,,1718-07-11,1718,7,11,"StAB, A I 492, S. 330 f."
BER.01.001.3265,BER.01.001.3265.04207.0,1.3,Randgruppen,Fahrende Leute,Pässe; Paßkontrolle,1718.11.11,,1718-11-11,1718,11,11,"StAB, A I 492, S. 343 f."
BER.01.001.3283,BER.01.001.3283.04227.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung,1719.05.13,,1719-05-13,1719,5,13,"StAB, A I 492, S. 461 f."
BER.01.001.3323,BER.01.001.3323.04277.0,1.3,Randgruppen,Fahrende Leute,Arbeitseinsatz; Arbeitszwang; Aufenthalt; Verbot; Aufsicht; Bettelverbot; Differenzierung; Fremde; Einheimische; Durchzug; Einreiseverbot; Festnahme; Grenzkontrolle; Landesverweisung; Legitimation; Streifen; Profosen,1720.06.27,,1720-06-27,1720,6,27,"StAB, A I 492, S. 586-590"
BER.01.001.3331,BER.01.001.3331.04289.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Kennzeichnung; Krämer; Gesellen,1720.09.03,,1720-09-03,1720,9,3,"StAB, A I 492, S. 608-624"
BER.01.001.3352,BER.01.001.3352.04314.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung; Festnahme,1721.06.17,,1721-06-17,1721,6,17,"StAB, A I 492, S. 695 f."
BER.01.001.3353,BER.01.001.3353.04315.0,1.3,Randgruppen,Fahrende Leute,Landesverweisung,1721.06.17,,1721-06-17,1721,6,17,"StAB, A I 492, S. 696 f."
BER.01.001.3373,BER.01.001.3373.04339.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung; Differenzierung; Fremde; Einheimische,1722.05.01,,1722-05-01,1722,5,1,"StAB, A I 492, S. 777 f."
BER.01.001.3406,BER.01.001.3406.04373.0,1.3,Randgruppen,Fahrende Leute,Streifen,1723.03.11,,1723-03-11,1723,3,11,"StAB, A I 493, S. 60 f."
BER.01.001.3420,BER.01.001.3420.04388.0,1.3,Randgruppen,Fahrende Leute,Festnahme,1723.07.22,,1723-07-22,1723,7,22,"StAB, A I 493, S. 116-118"
BER.01.001.3432,BER.01.001.3432.04402.0,1.3,Randgruppen,Fahrende Leute,Einreiseverbot; Bettelverbot; Landesverweisung; Kosten,1724.01.11,,1724-01-11,1724,1,11,"StAB, A I 493, S. 167 f."
BER.01.001.3434,BER.01.001.3434.04405.0,1.3,Randgruppen,Fahrende Leute,Streifen; Festnahme,1724.01.19,,1724-01-19,1724,1,19,"StAB, A I 493, S. 172 f."
BER.01.001.3436,BER.01.001.3436.04407.0,1.3,Randgruppen,Fahrende Leute,Einreiseverbot; Durchzug; Gesellen; Gartknechte,1724.02.07,,1724-02-07,1724,2,7,"StAB, A I 493, S. 174 f."
BER.01.001.3444,BER.01.001.3444.04415.0,1.3,Randgruppen,Fahrende Leute,Festnahme,1724.04.03,,1724-04-03,1724,4,3,"StAB, A I 493, S. 202 f."
BER.01.001.3449,BER.01.001.3449.04421.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung; Einreiseverbot; Festnahme,1724.07.10,,1724-07-10,1724,7,10,"StAB, A I 493, S. 225 f."
BER.01.001.3449,BER.01.001.3449.04421.1,1.3,Randgruppen,Zigeuner,Streifen; Landesverweisung; Einreiseverbot; Festnahme,1724.07.10,,1724-07-10,1724,7,10,"StAB, A I 493, S. 225 f."
BER.01.001.3467,BER.01.001.3467.04446.0,1.3,Randgruppen,Fahrende Leute,Streifen; Landesverweisung; Festnahme,1725.03.10,,1725-03-10,1725,3,10,"StAB, A I 493, S. 376 f."
BER.01.001.3466,BER.01.001.3466.04445.0,1.3,Randgruppen,Fahrende Leute,Festnahme; Aufsicht; Landesverweisung,1725.05.15,,1725-05-15,1725,5,15,"StAB, A I 493, S. 388-390"
BER.01.001.3470,BER.01.001.3470.04449.0,1.3,Randgruppen,Fahrende Leute,Streifen; Überprüfung Fremder; Landesverweisung; Aufsicht; Festnahme,1725.05.21,,1725-05-21,1725,5,21,"StAB, A I 493, S. 390-392"
BER.01.001.3477,BER.01.001.3477.04456.0,1.3,Randgruppen,Fahrende Leute,Aufsicht; Pässe; Streifen; Arbeitseinsatz; Arbeitszwang,1725.07.09,,1725-07-09,1725,7,9,"StAB, A I 493, S. 416-418"
BER.01.001.3478,BER.01.001.3478.04457.0,1.3,Randgruppen,Fahrende Leute,Durchzug,1725.08.09,,1725-08-09,1725,8,9,"StAB, A I 493, S. 419"
